hanzi_simplified,hanzi_traditional,pinyin,meaning,mnemonic_simplified,mnemonic_traditional,hsk
漫,漫,màn,,,,5
厉,厲,lì,,,,5
私,私,sī,,,,5
硬,硬,yìng,,,,5
恨,恨,hèn,,,,5
搜,搜,sōu,,,,5
索,索,suǒ,,,,5
劳,勞,láo,,,,5
稍,稍,shāo,,,,5
违,違,wéi,,,,5
拼,拼,pīn,,,,5
怜,憐,lián,,,,5
吐,吐,tǔ,,,,5
厅,廳,tīng,oficina gubernamental,Para que la POBLACIÓN no caiga al PRECIPICIO se necesitan OFICINAS GUBERNAMENTALES.,-,5
堆,堆,duī,,,,5
扔,扔,rēng,,,,5
滑,滑,huá,,,,5
污,污,wū,,,,5
染,染,rǎn,,,,5
恋,戀,liàn,,,,5
辛,辛,xīn,,,,5
躲,躲,duǒ,,,,5
涨,漲,zhǎng,,,,5
弹,彈,dàn,,,,5
返,返,fǎn,,,,5
驾,駕,jià,,,,5
驶,駛,shǐ,,,,5
虎,虎,hǔ,,,,5
锁,鎖,suǒ,,,,5
瘦,瘦,shòu,,,,5
猜,猜,cāi,,,,5
厨,廚,chú,,,,5
询,詢,xún,,,,5
挤,擠,jǐ,,,,5
宿,宿,sù,,,,5
舍,舍捨,shě,,,,5
邻,鄰,lín,,,,5
碎,碎,suì,,,,5
插,插,chā,,,,5
咬,咬,yǎo,,,,5
挡,擋,dǎng,,,,5
辈,輩,bèi,,,,5
委,委,wěi,,,,5
托,托託,tuō,,,,5
盒,盒,hé,,,,5
赔,賠,péi,,,,5
偿,償,cháng,,,,5
罚,罰,fá,,,,5
敏,敏,mǐn,,,,5
厌,厭,yàn,,,,5
劝,勸,quàn,,,,5
艰,艱,jiān,,,,5
烂,爛,làn,,,,5
肃,肅,sù,solemne,Este ESCLAVO con estos dos BASTONES realiza una ceremonia SOLEMNE.,-,5
悔,悔,huǐ,,,,5
滚,滾,gǔn,,,,5
熊,熊,xióng,,,,5
绕,繞,rào,,,,5
饰,飾,shì,,,,5
忍,忍,rěn,,,,5
扮,扮,bàn,,,,5
泛,泛,fàn,,,,5
拆,拆,chāi,,,,5
饮,飲,yǐn,,,,5
醉,醉,zuì,,,,5
裁,裁,cái,,,,5
偶,偶,ǒu,,,,5
尔,爾,ěr,,,,5
夹,夾,jiā,,,,5
怨,怨,yuàn,,,,5
慰,慰,wèi,,,,5
蔬,蔬,shū,,,,5
朵,朵,duǒ,,,,5
遵,遵,zūn,,,,5
震,震,zhèn,,,,5
锅,鍋,guō,,,,5
惠,惠,huì,,,,5
扇,扇,shàn,,,,5
摔,摔,shuāi,,,,5
敲,敲,qiāo,,,,5
谊,誼,yì,,,,5
闲,閑閒,xián,,,,5
抬,抬,tái,,,,5
糕,糕,gāo,,,,5
辞,辭,cí,,,,5
耐,耐,nài,,,,5
鼻,鼻,bí,,,,5
拾,拾,shí,,,,5
瞧,瞧,qiáo,,,,5
诊,診,zhěn,,,,5
宾,賓,bīn,,,,5
臭,臭,chòu,,,,5
池,池,chí,,,,5
挣,掙,zhēng,,,,5
蛇,蛇,shé,,,,5
脆,脆,cuì,,,,5
紫,紫,zǐ,,,,5
悲,悲,bēi,,,,5
奈,奈,nài,,,,5
珍,珍,zhēn,,,,5
拔,拔,bá,,,,5
糟,糟,zāo,,,,5
肌,肌,jī,,,,5
胃,胃,wèi,,,,5
剪,剪,jiǎn,,,,5
胆,膽,dǎn,,,,5
喷,噴,pēn,,,,5
匹,匹,pǐ,,,,5
傅,傅,fù,,,,5
琴,琴,qín,,,,5
卧,臥,wò,,,,5
肩,肩,jiān,,,,5
灾,災,zāi,,,,5
贺,賀,hè,,,,5
脾,脾,pí,,,,5
汗,汗,hàn,,,,5
幽,幽,yōu,,,,5
览,覽,lǎn,,,,5
冻,凍,dòng,,,,5
献,獻,xiàn,,,,5
逻,邏,luó,,,,5
摩,摩,mó,,,,5
鼠,鼠,shǔ,,,,5
扰,擾,rǎo,,,,5
仿,彷仿,fǎng,,,,5
扶,扶,fú,,,,5
漏,漏,lòu,,,,5
戒,戒,jiè,abstenerce,Tomo la LANZA con las DOS MANOS y me ABSTENGO de lanzarla,Tomo la LANZA con las DOS MANOS y me ABSTENGO de lanzarla,5
豪,豪,háo,,,,5
敬,敬,jìng,,,,5
钢,鋼,gāng,,,,5
丑,丑醜,chǒu,,,,5
眠,眠,mián,,,,5
摘,摘,zhāi,,,,5
糊,餬糊,hú,,,,5
闯,闖,chuǎng,,,,5
犹,猶,yóu,,,,5
豫,豫,yù,,,,5
乙,乙,yǐ,"anzuelo, segundo",Pictograma de un ANZUELO.,Pictograma de un ANZUELO.,5
煤,煤,méi,carbón,Para ALGÚN FUEGO se utilizará este CARBÓN.,Para ALGÚN FUEGO se utilizará este CARBÓN.,5
饼,餅,bǐng,,,,5
伸,伸,shēn,,,,5
悄,悄,qiāo,,,,5
繁,繁,fán,,,,5
岸,岸,àn,,,,5
荣,榮,róng,,,,5
铃,鈴,líng,,,,5
盆,盆,pén,,,,5
兔,兔,tù,,,,5
斜,斜,xié,,,,5
硕,碩,shuò,,,,5
赠,贈,zèng,regalo,ANTERIORMENTE las ALMEJAS eran el mejor REGALO.,ANTERIORMENTE las ALMEJAS eran el mejor REGALO.,5
愁,愁,chóu,,,,5
漠,漠,mò,,,,5
壁,壁,bì,,,,5
核,核,hé,,,,5
灰,灰,huī,,,,5
披,披,pī,,,,5
桃,桃,táo,,,,5
幕,幕幙,mù,,,,5
猴,猴,hóu,,,,5
貌,貌,mào,,,,5
泼,潑,pō,,,,5
亏,虧,kuī,,,,5
慌,慌,huāng,,,,5
洒,灑,sǎ,,,,5
歇,歇,xiē,,,,5
碍,礙,ài,,,,5
葡,葡,pú,,,,5
萄,萄,táo,,,,5
郊,郊,jiāo,,,,5
辅,輔,fǔ,,,,5
肠,腸,cháng,,,,5
胡,鬍胡,hú,,,,5
珠,珠,zhū,,,,5
拜,拜,bài,,,,5
倡,倡,chàng,,,,5
梨,梨,lí,,,,5
叉,叉,chā,,,,5
咳,咳,ké,,,,5
帘,帘簾,lián,,,,5
鸭,鴨,yā,,,,5
勤,勤,qín,,,,5
羽,羽,yǔ,,,,5
柜,櫃柜,guì,,,,5
艳,艷,yàn,,,,5
寿,壽,shòu,,,,5
烤,烤,kǎo,,,,5
柿,柿,shì,,,,5
纲,綱,gāng,,,,5
柴,柴,chái,,,,5
籍,籍,jí,,,,5
夕,夕,xī,,,,5
朗,朗,lǎng,,,,5
押,押,yā,,,,5
振,振,zhèn,,,,5
坦,坦,tǎn,,,,5
竹,竹,zhú,,,,5
绒,絨,róng,,,,5
胶,膠,jiāo,,,,5
雄,雄,xióng,,,,5
虚,虛,xū,,,,5
股,股,gǔ,,,,6
啦,啦,la,,,,6
亡,亡,wáng,"desaparecer, fallecer",Esta CHISTERA y ANZUELO acaban de DESAPARECER.,Esta CHISTERA y ANZUELO acaban de DESAPARECER.,6
副,副,fù,,,,6
若,若,ruò,,,,6
策,策,cè,,,,6
犯,犯,fàn,,,,6
罪,罪,zuì,,,,6
党,黨,dǎng,,,,6
镇,鎮,zhèn,,,,6
伍,伍,wǔ,,,,6
嘛,嘛,ma,,,,6
沿,沿,yán,,,,6
允,允,yǔn,,,,6
娱,娛,yú,,,,6
佳,佳,jiā,,,,6
藏,藏,cáng,,,,6
绪,緒,xù,,,,6
剑,劍,jiàn,,,,6
威,威,wēi,,,,6
胁,脅,xié,,,,6
素,素,sù,,,,6
攻,攻,gōng,,,,6
端,端耑,duān,,,,6
岛,島,dǎo,,,,6
塔,塔,tǎ,,,,6
逼,逼,bī,,,,6
露,露,lù,,,,6
爆,爆,bào,,,,6
炸,炸,zhà,,,,6
憾,憾,hàn,,,,6
略,略,lüè,,,,6
予,予,yǔ,"dar, yo",Con TAMPÓN se firma lo que a la POBLACIÓN se le va a DAR.,Con TAMPÓN se firma lo que a la POBLACIÓN se le va a DAR.,6
诺,諾,nuò,,,,6
咨,咨,zī,,,,6
患,患,huàn,,,,6
赚,賺,zhuàn,,,,6
涉,涉,shè,,,,6
拖,拖,tuō,,,,6
监,監,jiān,,,,6
督,督,dū,,,,6
仪,儀,yí,,,,6
贡,貢,gòng,,,,6
塞,塞,sāi,,,,6
炒,炒,chǎo,,,,6
疾,疾,jí,,,,6
融,融,róng,,,,6
偏,偏,piān,,,,6
番,番,fān,,,,6
杆,杆桿,gān,,,,6
扣,釦扣,kòu,,,,6
踢,踢,tī,,,,6
异,異,yì,,,,6
混,混,hùn,,,,6
搭,搭,dā,,,,6
氛,氛,fēn,,,,6
泡,泡,pào,,,,6
田,田,tián,arrozal,Pictograma de un ARROZAL dividido en cuatro partes y visto desde el aire.,Pictograma de un ARROZAL dividido en cuatro partes y visto desde el aire.,6
税,稅,shuì,,,,6
侧,側,cè,,,,6
遭,遭,zāo,,,,6
谐,諧,xié,,,,6
酷,酷,kù,,,,6
滴,滴,dī,,,,6
衡,衡,héng,,,,6
蒙,蒙矇濛,méng,,,,6
孤,孤,gū,,,,6
挖,挖,wā,,,,6
障,障,zhàng,,,,6
档,檔,dàng,,,,6
盟,盟,méng,,,,6
陷,陷,xiàn,,,,6
屏,屏,píng,,,,6
践,踐,jiàn,,,,6
拨,撥,bō,,,,6
暴,暴,bào,,,,6
蹈,蹈,dǎo,,,,6
佛,髴佛彿,fú,,,,6
跌,跌,diē,,,,6
薯,薯,shǔ,,,,6
慧,慧,huì,,,,6
井,井,jǐng,,,,6
箭,箭,jiàn,,,,6
症,癥症,zhèng,,,,6
宫,宮,gōng,,,,6
踩,踩,cǎi,,,,6
灵,靈,líng,,,,6
扎,扎紮,zhā,,,,6
野,壄野,yě,,,,6
趟,趟,tàng,,,,6
牺,犧,xī,,,,6
牲,牲,shēng,,,,6
驻,駐,zhù,,,,6
械,械,xiè,aparato,Cerca de este ÁRBOL nos ABSTENEMOS de usar APARATOS que lo puedan dañar.,Cerca de este ÁRBOL nos ABSTENEMOS de usar APARATOS que lo puedan dañar.,6
埋,埋,mái,,,,6
铺,鋪,pù,,,,6
猛,猛,měng,,,,6
愉,愉,yú,,,,6
榜,榜,bǎng,,,,6
宅,宅,zhái,,,,6
帝,帝,dì,,,,6
宗,宗,zōng,,,,6
探,探,tàn,,,,6
赌,賭,dǔ,,,,6
煮,煮,zhǔ,,,,6
讯,訊,xùn,,,,6
祖,祖,zǔ,,,,6
骄,驕,jiāo,,,,6
傲,傲,ào,,,,6
撑,撐,chēng,,,,6
厕,廁,cè,,,,6
哇,哇,wa,,,,6
愤,憤,fèn,,,,6
怒,怒,nù,,,,6
渠,渠,qú,,,,6
诸,諸,zhū,,,,6
跨,跨,kuà,,,,6
歉,歉,qiàn,,,,6
焦,焦,jiāo,,,,6
岗,崗,gǎng,,,,6
径,徑,jìng,,,,6
晕,暈,yūn,,,,6
液,液,yè,,,,6
踏,踏,tà,,,,6
蹲,蹲,dūn,,,,6
胞,胞,bāo,,,,6
袖,袖,xiù,,,,6
牵,牽,qiān,,,,6
抵,抵,dǐ,,,,6
倾,傾,qīng,,,,6
钻,鑽,zuān,,,,6
洋,洋,yáng,,,,6
嘉,嘉,jiā,,,,6
跃,躍,yuè,,,,6
鉴,鑑,jiàn,,,,6
潜,潛,qián,,,,6
幻,幻,huàn,,,,6
爽,爽,shuǎng,,,,6
贫,貧,pín,,,,6
奏,奏,zòu,,,,6
额,額,é,,,,6
毁,毀,huǐ,,,,6
横,橫,héng,,,,6
夺,奪,duó,,,,6
账,賬,zhàng,,,,6
扑,撲,pū,,,,6
援,援,yuán,,,,6
浮,浮,fú,,,,6
刮,颳刮,guā,,,,6
循,循,xún,,,,6
谅,諒,liàng,,,,6
隐,隱,yǐn,,,,6
哲,喆哲,zhé,,,,6
捡,撿,jiǎn,,,,6
诞,誕,dàn,,,,6
抗,抗,kàng,,,,6
挨,挨,āi,,,,6
轨,軌,guǐ,,,,6
皇,皇,huáng,,,,6
吊,弔吊,diào,,,,6
串,串,chuàn,,,,6
审,審,shěn,,,,6
添,添,tiān,,,,6
捐,捐,juān,,,,6
娃,娃,wá,,,,6
赖,賴,lài,,,,6
侵,侵,qīn,,,,6
膜,膜,mó,,,,6
仰,仰,yǎng,,,,6
泥,泥,ní,,,,6
圣,聖,shèng,,,,6
缘,緣,yuán,,,,6
凶,兇凶,xiōng,,,,6
灭,滅,miè,,,,6
扁,扁,biǎn,,,,6
洁,潔,jié,,,,6
惨,慘,cǎn,,,,6
聘,聘,pìn,,,,6
磨,磨,mó,,,,6
宠,寵,chǒng,,,,6
狠,狠,hěn,,,,6
棉,棉,mián,,,,6
残,殘,cán,,,,6
嫌,嫌,xián,,,,6
罢,罷,bà,,,,6
妙,妙,miào,,,,6
裂,裂,liè,,,,6
掏,掏,tāo,,,,6
峰,峰,fēng,,,,6
丧,喪,sàng,,,,6
债,債,zhài,,,,6
奉,奉,fèng,,,,6
仓,倉,cāng,,,,6
券,券,quàn,,,,6
肺,肺,fèi,,,,6
忧,憂,yōu,,,,6
纠,糾,jiū,,,,6
尖,尖,jiān,,,,6
炮,炮,pào,,,,6
肝,肝,gān,,,,6
港,港,gǎng,,,,6
酱,醬,jiàng,,,,6
耗,耗,hào,,,,6
肿,腫,zhǒng,,,,6
波,波,bō,,,,6
跪,跪,guì,,,,6
崇,崇,chóng,,,,6
寺,寺,sì,,,,6
恰,恰,qià,,,,6
庄,莊,zhuāng,,,,6
扭,扭,niǔ,,,,6
墓,墓,mù,,,,6
欺,欺,qī,,,,6
渡,渡,dù,,,,6
旋,旋,xuán,,,,6
贯,貫,guàn,,,,6
枝,枝,zhī,,,,6
杰,傑,jié,,,,6
拐,枴拐,guǎi,,,,6
谋,謀,móu,,,,6
凡,凡,fán,,,,6
栏,欄,lán,,,,6
粥,粥,zhōu,,,,6
晓,曉,xiǎo,,,,6
捉,捉,zhuō,,,,6
巩,鞏,gǒng,,,,6
傍,傍,bàng,,,,6
截,截,jié,,,,6
吞,吞,tūn,,,,6
纵,縱,zòng,,,,6
懒,懶,lǎn,,,,6
牢,牢,láo,,,,6
洪,洪,hóng,,,,6
坡,坡,pō,,,,6
悬,懸,xuán,,,,6
撤,撤,chè,,,,6
菌,菌,jūn,,,,6
舌,舌,shé,,,,6
阔,闊,kuò,,,,6
薪,薪,xīn,,,,6
迁,遷,qiān,,,,6
壶,壺,hú,,,,6
麦,麥,mài,,,,6
醋,醋,cù,,,,6
绘,繪,huì,,,,6
誉,譽,yù,,,,6
梁,梁,liáng,,,,6
揭,揭,jiē,,,,6
宴,宴,yàn,,,,6
顽,頑,wán,,,,6
锋,鋒,fēng,,,,6
刊,栞刊,kān,,,,6
铅,鉛,qiān,,,,6
辉,輝,huī,,,,6
盗,盜,dào,,,,6
储,儲,chǔ,,,,6
旗,旗旂,qí,,,,6
奔,犇奔,bēn,,,,6
盼,盼,pàn,,,,6
壮,壯,zhuàng,,,,6
捕,捕,bǔ,,,,6
昏,昏,hūn,,,,6
湾,灣,wān,,,,6
苏,蘇,sū,,,,6
谦,謙,qiān,,,,6
吉,吉,jí,,,,6
馒,饅,mán,,,,6
氧,氧,yǎng,,,,6
宇,宇,yǔ,,,,6
粉,粉,fěn,,,,6
谷,穀谷,gǔ,,,,6
殖,殖,zhí,,,,6
勺,勺,sháo,cucharón,"Cuando se quiere EMPAQUETAR, es decir, reunir GOTAS de cualquier tipo de líquido, se utiliza un CUCHARÓN.","Cuando se quiere EMPAQUETAR, es decir, reunir GOTAS de cualquier tipo de líquido, se utiliza un CUCHARÓN.",6
畅,暢,chàng,,,,6
徒,徒,tú,,,,6
茄,茄,jiā,,,,6
祥,祥,xiáng,,,,6
盲,盲,máng,,,,6
纳,納,nà,,,,6
炉,爐,lú,,,,6
柱,柱,zhù,,,,6
欲,慾欲,yù,,,,6
悟,悟,wù,,,,6
稿,稿,gǎo,,,,6
盛,盛,shèng,,,,6
梅,梅,méi,,,,6
耀,耀,yào,,,,6
舰,艦,jiàn,,,,6
墨,墨,mò,,,,6
乌,烏,wū,,,,6
宏,宏,hóng,,,,6
废,廢,fèi,,,,6
叹,嘆,tàn,,,,6
铜,銅,tóng,,,,6
忠,忠,zhōng,,,,6
旺,旺,wàng,,,,6
炎,炎,yán,,,,6
恩,恩,ēn,,,,6
乳,乳,rǔ,,,,6
昌,昌,chāng,,,,6
哦,哦,ó,,,,7
荐,薦,jiàn,,,,7
罗,羅,luó,,,,7
丝,絲,sī,,,,7
怖,怖,bù,,,,7
姻,姻,yīn,,,,7
凌,凌,líng,,,,7
袭,襲,xí,,,,7
枚,枚,méi,,,,7
魅,魅,mèi,,,,7
砸,砸,zá,,,,7
狼,狼,láng,,,,7
丁,丁,dīng,población,Pictograma de una señal que indica el nombre de una POBLACIÓN.,Pictograma de una señal que indica el nombre de una POBLACIÓN.,7
盯,盯,dīng,,,,7
勒,勒,lēi,,,,7
尸,屍尸,shī,,,,7
瓦,瓦,wǎ,teja,Un BASTÓN con un ANZUELO usamos para sacar el HIELO del TECHO y que no se nos arruinen las TEJAS.,Un BASTÓN con un ANZUELO usamos para sacar el HIELO del TECHO y que no se nos arruinen las TEJAS.,7
寓,寓,yù,,,,7
艘,艘,sōu,,,,7
尴,尷,gān,,,,7
尬,尬,gà,,,,7
兼,兼,jiān,simultáneo,"Aquí vemos a alguien tratando de usar un PINCEL y un BASTÓN para partir unos CUERNOS, pero sólo consiguió que saltarán dos GOTAS hacia los lados de manera SIMULTÁNEA.","Aquí vemos a alguien tratando de usar un PINCEL y un BASTÓN para partir unos CUERNOS, pero sólo consiguió que saltarán dos GOTAS hacia los lados de manera SIMULTÁNEA.",7
魂,魂,hún,,,,7
皆,皆,jiē,,,,7
晰,晰皙,xī,,,,7
嫁,嫁,jià,,,,7
轿,轎,jiào,,,,7
呈,呈,chéng,,,,7
栋,棟,dòng,,,,7
瞬,瞬,shùn,,,,7
婴,嬰,yīng,,,,7
秩,秩,zhì,,,,7
讶,訝,yà,,,,7
桶,桶,tǒng,,,,7
淘,淘,táo,,,,7
汰,汰,tài,,,,7
吻,吻,wěn,,,,7
狱,獄,yù,,,,7
迹,跡,jì,,,,7
砍,砍,kǎn,,,,7
柔,柔,róu,,,,7
孕,孕,yùn,,,,7
撒,撒,sā,,,,7
墅,墅,shù,,,,7
踪,蹤,zōng,,,,7
钥,鑰,yào,,,,7
匙,匙,shi,,,,7
劫,劫,jié,,,,7
脖,脖,bó,,,,7
惧,懼,jù,,,,7
董,董,dǒng,,,,7
陌,陌,mò,,,,7
拳,拳,quán,,,,7
讼,訟,sòng,,,,7
绑,綁,bǎng,,,,7
抛,拋,pāo,,,,7
耍,耍,shuǎ,,,,7
署,署,shǔ,,,,7
玫,玫,méi,,,,7
瑰,瑰,guī,,,,7
涯,涯,yá,,,,7
寂,寂,jì,,,,7
寞,寞,mò,,,,7
携,攜,xié,,,,7
剂,劑,jì,,,,7
惹,惹,rě,,,,7
贼,賊,zéi,bandido,Con DIEZ LANZAS roba estas ALMEJAS este BANDIDO.,Con DIEZ LANZAS roba estas ALMEJAS este BANDIDO.,7
唉,唉,āi,,,,7
涂,塗,tú,,,,7
厦,廈,shà,,,,7
蛮,蠻,mán,,,,7
诱,誘,yòu,,,,7
惑,惑,huò,engaño,En el CORAZÓN o en la cabeza se producen los ENGAÑOS.,En el CORAZÓN o en la cabeza se producen los ENGAÑOS.,7
哎,哎,āi,,,,7
逮,逮,dǎi,capturar,Este ESCLAVO en este CAMINO es CAPTURADO.,Este ESCLAVO en este CAMINO es CAPTURADO.,7
趁,趁,chèn,,,,7
邦,邦,bāng,nación,Las MURALLAS que tienen los ARBUSTOS más bonitos son las de nuestra NACIÓN.,Las MURALLAS que tienen los ARBUSTOS más bonitos son las de nuestra NACIÓN.,7
娶,娶,qǔ,,,,7
镑,鎊,bàng,,,,7
坑,坑,kēng,,,,7
尿,尿,niào,orina,Con AGUA se limpia de este CADÁVER la ORINA.,Con AGUA se limpia de este CADÁVER la ORINA.,7
粒,粒,lì,grano,Estoy PARADO cosechando ARROZ de todos los GRANOS.,Estoy PARADO cosechando ARROZ de todos los GRANOS.,7
宪,憲,xiàn,,,,7
扯,扯,chě,,,,7
雾,霧,wù,,,,7
谨,謹,jǐn,,,,7
慎,慎,shèn,,,,7
甩,甩,shuǎi,,,,7
恼,惱,nǎo,,,,7
痕,痕,hén,,,,7
雅,雅,yǎ,,,,7
羡,羨,xiàn,,,,7
慕,慕,mù,,,,7
飘,飄,piāo,,,,7
戚,戚,qī,,,,7
慈,慈,cí,,,,7
宙,宙,zhòu,,,,7
兹,茲,zī,,,,7
抹,抹,mǒ,,,,7
芯,芯,xīn,,,,7
曝,曝,pù,,,,7
拟,儗擬,nǐ,,,,7
幢,幢,chuáng,,,,7
哼,哼,hēng,,,,7
惩,懲,chéng,,,,7
弥,瀰彌,mí,,,,7
抑,抑,yì,,,,7
粘,粘,zhān,,,,7
祸,禍,huò,,,,7
窝,窩,wō,,,,7
晃,晃,huǎng,,,,7
膀,膀,bǎng,,,,7
粹,粹,cuì,,,,7
夸,誇,kuā,,,,7
姿,姿,zī,,,,7
鹰,鷹,yīng,,,,7
颁,頒,bān,,,,7
浑,渾,hún,,,,7
虾,蝦,xiā,,,,7
胎,胎,tāi,,,,7
缝,縫,fèng,,,,7
瞎,瞎,xiā,,,,7
廊,廊,láng,,,,7
妆,妝,zhuāng,,,,7
胳,胳,gē,,,,7
膊,膊,bó,,,,7
绎,繹,yì,,,,7
蜜,蜜,mì,,,,7
拯,拯,zhěng,,,,7
齿,齒,chǐ,,,,7
桩,樁,zhuāng,,,,7
撼,撼,hàn,,,,7
狮,獅,shī,,,,7
臂,臂,bì,,,,7
擎,擎,qíng,,,,7
嘿,嘿,hēi,,,,7
捏,捏,niē,,,,7
鹿,鹿,lù,,,,7
催,催,cuī,,,,7
氓,氓,máng,,,,7
崩,崩,bēng,,,,7
溃,潰,kuì,,,,7
趴,趴,pā,,,,7
凑,湊,còu,,,,7
邪,邪,xié,,,,7
凤,鳳,fèng,,,,7
凰,凰,huáng,,,,7
姆,姆,mǔ,,,,7
罐,罐,guàn,,,,7
乖,乖,guāi,,,,7
灌,灌,guàn,,,,7
割,割,gē,,,,7
隧,隧,suì,,,,7
筹,籌,chóu,,,,7
滋,滋,zī,,,,7
拦,攔,lán,,,,7
吼,吼,hǒu,,,,7
掘,掘,jué,,,,7
赋,賦,fù,,,,7
钩,鉤,gōu,,,,7
熬,熬,áo,,,,7
闷,悶,mèn,,,,7
缠,纏,chán,,,,7
爹,爹,diē,,,,7
侣,侶,lǚ,,,,7
隆,隆,lóng,,,,7
肾,腎,shèn,,,,7
逗,逗,dòu,,,,7
遥,遙,yáo,,,,7
御,禦御,yù,,,,7
瘤,瘤,liú,,,,7
辐,輻,fú,,,,7
姜,薑,jiāng,,,,7
惕,惕,tì,,,,7
辜,辜,gū,,,,7
擅,擅,shàn,,,,7
勉,勉,miǎn,,,,7
删,刪,shān,,,,7
烫,燙,tàng,,,,7
癌,癌,ái,,,,7
矩,矩,jǔ,,,,7
沾,沾,zhān,,,,7
唇,唇,chún,,,,7
祈,祈,qí,,,,7
祷,禱,dǎo,,,,7
裸,裸,luǒ,,,,7
钉,釘,dīng,,,,7
陈,陳,chén,,,,7
垫,墊,diàn,,,,7
抖,抖,dǒu,,,,7
恒,恆,héng,,,,7
窃,竊,qiè,,,,7
歪,歪,wāi,,,,7
脂,脂,zhī,,,,7
肪,肪,fáng,,,,7
巡,巡,xún,,,,7
勾,勾,gōu,,,,7
晶,晶,jīng,,,,7
捞,撈,lāo,,,,7
谎,謊,huǎng,,,,7
溜,溜,liū,,,,7
宰,宰,zǎi,,,,7
谜,謎,mí,,,,7
磅,磅,bàng,,,,7
谍,諜,dié,,,,7
恭,恭,gōng,,,,7
歧,歧,qí,,,,7
酬,酬,chóu,,,,7
魔,魔,mó,,,,7
霉,霉,méi,,,,7
滩,灘,tān,,,,7
哀,哀,āi,,,,7
嫉,嫉,jí,,,,7
妒,妒,dù,,,,7
翘,翹,qiào,,,,7
舱,艙,cāng,,,,7
拽,拽,zhuāi,,,,7
爵,爵,jué,,,,7
毯,毯,tǎn,,,,7
掩,掩,yǎn,,,,7
撕,撕,sī,,,,7
摧,摧,cuī,,,,7
罩,罩,zhào,,,,7
瞒,瞞,mán,,,,7
捅,捅,tǒng,,,,7
阱,阱,jǐng,,,,7
贿,賄,huì,,,,7
赂,賂,lù,,,,7
祭,祭,jì,,,,7
搅,攪,jiǎo,,,,7
芒,芒,máng,,,,7
膝,膝,xī,,,,7
誓,誓,shì,,,,7
纤,縴纖,xiān,,,,7
拘,拘,jū,,,,7
泣,泣,qì,,,,7
喘,喘,chuǎn,,,,7
哄,哄鬨,hǒng,,,,7
骚,騷,sāo,,,,7
沮,沮,jǔ,,,,7
翅,翅,chì,,,,7
贱,賤,jiàn,,,,7
睁,睜,zhēng,,,,7
瞄,瞄,miáo,,,,7
叛,叛,pàn,,,,7
雇,雇,gù,,,,7
漆,漆,qī,,,,7
耽,耽,dān,,,,7
刹,剎,shā,,,,7
筒,筒,tǒng,,,,7
戳,戳,chuō,,,,7
讽,諷,fěng,,,,7
嘲,嘲,cháo,,,,7
浴,浴,yù,,,,7
侮,侮,wǔ,,,,7
辱,辱,rǔ,,,,7
剥,剝,bō,,,,7
愚,愚,yú,,,,7
蠢,蠢,chǔn,,,,7
噪,噪,zào,,,,7
憋,憋,biē,,,,7
赐,賜,cì,,,,7
蹦,蹦,bèng,,,,7
廉,廉,lián,barato,Esto es AMPLIO y BARATO de manera SIMULTÁNEA.,Esto es AMPLIO y BARATO de manera SIMULTÁNEA.,7
绳,繩,shéng,,,,7
枕,枕,zhěn,,,,7
丫,丫,yā,,,,7
卦,卦,guà,,,,7
瘾,癮,yǐn,,,,7
妥,妥,tuǒ,,,,7
帐,帳,zhàng,,,,7
篷,篷,péng,,,,7
煎,煎,jiān,,,,7
轰,轟,hōng,,,,7
伪,偽,wěi,,,,7
呕,嘔,ǒu,,,,7
妨,妨,fáng,,,,7
愈,愈,yù,,,,7
虐,虐,nüè,,,,7
炬,炬,jù,,,,7
衔,銜,xián,,,,7
睹,睹,dǔ,,,,7
喉,喉,hóu,,,,7
咙,嚨,lóng,,,,7
泄,泄,xiè,,,,7
棍,棍,gùn,,,,7
链,鏈,liàn,,,,7
焰,焰,yàn,,,,7
挽,挽,wǎn,,,,7
熏,薰熏,xūn,,,,7
髦,髦,máo,,,,7
穆,穆,mù,,,,7
斯,斯,sī,,,,7
纱,紗,shā,,,,7
挪,挪,nuó,,,,7
虹,虹,hóng,,,,7
郁,鬱郁,yù,,,,7
弊,弊,bì,,,,7
勋,勛,xūn,,,,7
坪,坪,píng,,,,7
蜡,蠟,là,,,,7
烛,燭,zhú,,,,7
垮,垮,kuǎ,,,,7
佑,佑,yòu,,,,7
仇,仇,chóu,,,,7
掐,掐,qiā,,,,7
窒,窒,zhì,,,,7
岩,岩,yán,,,,7
敞,敞,chǎng,,,,7
稚,稚,zhì,,,,7
腕,腕,wàn,,,,7
钞,鈔,chāo,,,,7
舔,舔,tiǎn,,,,7
嚼,嚼,jué,,,,7
羞,羞,xiū,,,,7
钓,釣,diào,,,,7
炫,炫,xuàn,,,,7
奴,奴,nú,,,,7
隶,隸,lì,esclavo,Quien lava este PINCEL con AGUA es este ESCLAVO.,-,7
俊,俊,jùn,,,,7
绅,紳,shēn,,,,7
揍,揍,zòu,,,,7
痒,癢,yǎng,,,,7
倦,倦,juàn,,,,7
屠,屠,tú,,,,7
抚,撫,fǔ,,,,7
吩,吩,fēn,,,,7
咐,咐,fù,,,,7
塌,塌,tā,,,,7
堕,墮,duò,,,,7
饶,饒,ráo,,,,7
屉,屜,tì,,,,7
囚,囚,qiú,,,,7
捆,捆,kǔn,,,,7
